Keyword;Position;Previous Position;Search Volume;CPC;Url;Traffic;Traffic (%);Competition;Keyword Difficulty;Intents;Trends
fostering young mothers and babies;1;1;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;22;0.13;0.00;7.00;1;0.02,0.35,0.43,0.53,0.66,0.66,1.00,0.66,0.35,0.35,0.35,0.35
how much do you earn as a foster carer;1;1;170;1.89;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;22;0.13;0.66;19.00;1;0.80,1.00,0.80,0.65,0.65,0.80,0.80,0.65,0.65,0.42,0.42,0.42
can you foster a child with a criminal record;1;1;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/what-can-disqualify-you-from-fostering-a-child/;22;0.13;0.00;7.00;1;0.03,0.34,0.43,0.53,0.65,1.00,1.00,0.65,0.43,0.43,0.43,0.34
therapeutic foster care training;1;1;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;22;0.13;0.33;6.00;1;0.06,0.81,1.00,0.81,0.65,0.53,0.65,0.43,0.28,0.28,0.28,0.28
fostering babies only;1;1;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;22;0.13;0.00;9.00;1;0.06,0.34,0.53,0.53,0.81,1.00,1.00,1.00,0.43,0.43,0.43,0.43
care foster;9;9;4400;5.67;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;22;0.13;0.61;34.00;1;0.01,0.16,0.81,0.12,0.24,0.19,1.00,0.36,0.29,0.10,0.29,0.29
newborn foster care;1;1;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;22;0.13;0.86;6.00;1;1.00,0.01,0.02,0.01,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.03
fostering solutions stafford;2;2;170;2.87;https://www.nationalfosteringgroup.co.uk/fostering-solutions/;22;0.13;0.11;15.00;1,3;0.07,0.28,0.28,0.53,0.82,0.53,0.66,1.00,1.00,0.05,0.17,0.28
foster parent how much does it pay;1;1;170;1.46;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;22;0.13;0.56;18.00;1;1.00,0.28,0.35,0.28,0.35,0.35,0.15,0.23,0.18,0.18,0.11,0.15
respite care for foster families;1;1;170;4.45;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;22;0.13;0.50;13.00;1;0.23,0.23,0.23,0.19,0.23,0.23,0.23,0.10,0.05,0.12,0.07,0.10
how to foster a child;5;5;720;7.17;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;21;0.13;0.64;23.00;1;0.39,0.88,0.72,0.72,0.72,1.00,1.00,1.00,0.72,0.72,0.72,0.72
children's foster care;3;3;720;4.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;21;0.13;0.64;37.00;0;0.55,0.76,0.76,0.76,0.67,0.76,0.10,0.36,0.30,0.55,0.36,0.55
fostering agencies near me;2;2;720;10.69;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;21;0.13;0.59;20.00;3;0.24,0.67,0.67,0.55,0.67,1.00,0.55,0.76,0.55,0.45,0.55,0.67
become a foster parent;7;7;880;8.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;21;0.13;0.70;17.00;1;0.67,0.67,1.00,0.67,0.67,0.76,0.67,0.45,0.55,0.45,0.55,0.55
what is a foster home;5;5;720;2.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;21;0.13;0.19;20.00;1;0.67,0.67,0.45,0.45,0.67,0.67,0.55,0.55,0.55,0.55,0.55,0.55
how to do foster care;4;4;590;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;20;0.12;0.63;28.00;1;0.13,0.08,0.46,0.05,0.16,0.20,0.46,0.52,0.46,0.52,0.20,0.52
foster carer payment;4;4;590;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;20;0.12;0.57;17.00;1;0.36,0.16,0.20,0.16,0.24,0.30,0.24,0.55,1.00,0.30,0.36,0.36
how much do you get to foster a child;2;2;320;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;20;0.12;0.00;16.00;1;0.44,0.66,1.00,0.66,0.54,0.54,0.66,0.54,0.54,0.35,0.54,0.44
foster parent respite care;3;3;590;4.25;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;20;0.12;0.59;14.00;1;0.09,0.26,1.00,1.00,0.88,0.59,0.59,0.59,0.72,0.32,0.48,0.48
foster parent uk;4;4;590;5.19;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;20;0.12;0.68;20.00;1;0.45,0.45,0.67,0.55,0.45,0.36,0.45,0.76,0.45,0.45,0.30,0.36
can you be a single foster parent;2;2;320;4.38;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;20;0.12;0.61;9.00;1;0.81,1.00,0.81,0.81,0.81,0.81,0.66,0.54,0.43,0.66,0.66,0.66
foster care london;2;2;320;6.73;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-london/;20;0.12;0.62;29.00;1;0.35,0.66,0.66,0.81,0.66,0.81,0.81,0.66,0.54,0.54,0.54,0.54
transferring fostering agencies;2;2;320;18.89;https://www.nationalfosteringgroup.co.uk/transfer-to-us/;20;0.12;0.13;12.00;1;0.22,0.66,0.81,0.81,1.00,1.00,1.00,0.66,0.66,0.81,0.22,0.22
foster a child;4;4;590;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;20;0.12;0.00;28.00;1;0.16,0.31,0.31,0.31,0.31,0.31,0.37,0.31,1.00,0.31,0.00,0.37
independent foster care services;1;1;140;0.00;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/wales/;18;0.11;0.33;21.00;1;0.11,0.82,0.82,0.82,1.00,1.00,1.00,0.82,0.64,0.64,0.64,0.64
how much does foster parents get paid;1;1;140;1.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;18;0.11;0.56;15.00;1;0.22,0.22,0.43,0.35,0.35,0.35,0.18,0.29,0.22,0.35,0.22,0.22
how much do foster parents get paid a month;1;1;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;18;0.11;0.10;18.00;1;0.09,0.80,0.52,0.66,0.80,1.00,0.80,0.66,0.42,0.52,0.52,0.52
infant foster care;1;1;140;3.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;18;0.11;0.59;7.00;1;0.23,0.19,0.19,0.19,0.19,0.19,0.15,0.07,0.07,0.10,0.07,0.10
best fostering agency in stafford;1;1;140;0.00;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-staffordshire/;18;0.11;0.33;10.00;0;0.00,0.21,0.21,0.21,0.21,0.65,0.81,1.00,0.81,0.81,0.34,0.34
mother and baby foster care placements;1;1;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;18;0.11;0.00;7.00;1;0.00,0.42,0.52,0.80,0.80,0.80,1.00,1.00,0.52,0.66,0.52,0.42
how to foster;5;5;720;6.90;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;17;0.10;0.54;27.00;1;0.23,0.81,0.81,1.00,1.00,1.00,1.00,0.81,0.67,0.81,0.67,0.67
foster parents payments;3;3;390;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;17;0.10;0.57;22.00;1;0.00,0.00,0.02,0.02,0.00,0.01,0.02,0.02,1.00,0.05,0.01,0.79
foster care training classes;2;2;210;3.53;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;17;0.10;0.55;17.00;1;0.22,0.10,0.22,1.00,1.00,0.81,0.66,0.54,0.18,0.18,0.10,0.10
emergency foster care pay;1;1;210;2.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/emergency-foster-care/;17;0.10;0.64;22.00;1;0.43,0.82,1.00,1.00,0.82,0.43,0.53,0.53,0.35,0.43,0.28,0.35
mother and baby fostering;3;3;390;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;17;0.10;0.00;9.00;1;0.23,0.66,0.81,1.00,0.81,1.00,1.00,1.00,0.66,0.54,0.54,0.44
age limit for fostering uk;3;3;390;1.47;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/is-there-an-age-limit-for-fostering/;17;0.10;0.57;12.00;1;0.05,0.10,0.10,0.08,0.08,0.08,0.08,0.05,0.07,0.05,0.05,0.07
foster carer meaning;3;3;390;2.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;17;0.10;0.18;16.00;1;0.54,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.81
foster babies;1;1;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;17;0.10;0.00;12.00;1;0.53,0.65,0.80,0.80,0.65,0.65,1.00,1.00,0.80,0.65,0.65,0.65
therapeutic fostering;2;2;390;3.28;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;17;0.10;0.65;11.00;1;0.28,0.81,1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.66,0.66,0.18
foster care agencies;3;3;720;8.39;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;17;0.10;0.47;24.00;0;0.21,0.59,0.72,0.88,0.72,1.00,0.88,0.88,0.48,0.39,0.59,0.72
do you get paid for fostering a child;2;2;260;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;16;0.10;0.00;18.00;1;0.65,0.81,0.81,0.81,0.81,0.65,0.81,1.00,0.81,0.53,0.65,0.65
fostering a child;3;3;480;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;16;0.10;0.00;39.00;1;0.24,0.36,0.30,0.30,0.30,0.30,0.30,0.30,0.24,0.36,0.30,0.30
what is a foster;3;3;480;2.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;16;0.10;0.20;22.00;1;0.76,0.76,0.76,0.20,0.13,0.16,0.30,0.20,0.20,0.20,0.20,0.16
foster kids;6;8;880;4.81;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;16;0.10;0.68;26.00;1;0.22,0.29,0.22,0.20,0.29,0.13,0.13,0.08,0.16,0.20,0.16,0.13
form f assessment;2;2;260;2.33;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/form-f/;16;0.10;0.16;9.00;1;0.43,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.65,0.81
mother and baby foster placement;4;4;480;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;16;0.10;0.00;8.00;1;1.00,1.00,1.00,0.66,0.81,0.81,0.81,0.54,0.54,0.54,0.44,0.44
meaning for fostering;2;2;260;1.82;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;16;0.10;0.03;34.00;1;0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
how much does fostering pay uk;2;2;260;1.62;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;16;0.10;0.52;17.00;1;0.22,0.81,1.00,1.00,0.66,0.66,0.81,0.54,0.43,0.43,0.29,0.29
foster agencies;2;2;480;8.39;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;16;0.10;0.47;41.00;0;0.19,0.67,1.00,0.81,0.54,0.54,0.67,0.44,0.23,0.29,0.29,0.29
do you get paid to foster;2;2;260;1.85;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;16;0.10;0.49;18.00;1;0.53,0.82,1.00,1.00,0.82,0.53,0.43,0.82,0.53,0.53,0.53,0.53
free stuff for foster parents uk;2;2;260;1.99;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/carer-benefits-and-perks/;16;0.10;0.21;15.00;1;0.44,0.54,0.54,0.44,0.29,0.29,0.23,0.23,0.19,0.12,0.10,0.12
foster system jobs;2;2;260;3.76;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;16;0.10;0.55;17.00;0;0.54,0.14,0.35,1.00,0.66,0.54,0.54,0.66,0.54,0.66,0.43,0.66
become a foster carer;9;9;880;8.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;16;0.10;0.70;17.00;1;0.67,0.55,1.00,0.76,0.76,0.76,0.67,0.55,0.55,0.55,0.55,0.55
how much money do you get for fostering a child;2;2;260;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;16;0.10;0.00;16.00;1;0.43,0.82,1.00,0.82,0.66,0.66,1.00,0.66,0.53,0.53,0.53,0.53
meaning of fostering;3;3;260;1.82;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;16;0.10;0.03;29.00;1;0.02,0.36,0.36,0.29,0.54,0.23,0.44,0.66,0.15,0.12,0.54,0.15
long term foster care;4;4;480;2.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;16;0.10;0.56;9.00;1;0.81,1.00,1.00,0.81,0.81,0.81,0.66,0.54,0.66,0.54,0.15,0.19
how much do i get for fostering;2;2;260;1.61;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;16;0.10;0.54;18.00;1;0.54,0.29,0.35,0.81,0.43,0.43,0.43,0.66,0.66,0.66,0.35,0.54
emergency foster care pay uk;2;2;260;2.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/emergency-foster-care/;16;0.10;0.63;20.00;1;0.81,0.81,0.81,0.54,0.54,0.66,0.54,0.28,0.23,0.18,0.18,0.18
foster care agencies near me;2;2;480;7.96;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;16;0.10;0.53;13.00;3;0.26,0.48,0.39,0.48,0.59,0.59,0.59,0.48,0.48,0.59,0.11,0.32
foster parents pay;4;4;480;1.88;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;16;0.10;0.66;17.00;1;0.10,0.36,0.08,0.08,0.10,0.10,0.13,0.05,0.05,0.24,0.07,0.07
foster care birmingham;2;2;480;7.94;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;16;0.10;0.29;23.00;0;0.54,0.66,0.81,0.66,0.66,0.66,0.44,0.54,1.00,1.00,0.66,0.66
foster children;8;8;720;5.09;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;15;0.09;0.66;24.00;1;0.24,0.07,0.13,0.13,0.07,0.10,0.15,0.07,0.07,0.10,0.08,0.10
foster parenting infants;1;1;110;3.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;14;0.08;0.65;23.00;1;0.05,0.05,0.05,0.03,0.03,0.05,0.03,0.03,0.03,0.05,0.03,0.45
foster agency near me;1;1;320;10.69;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;14;0.08;0.59;25.00;3;0.08,0.81,0.66,0.66,0.66,0.81,0.81,1.00,0.43,0.29,0.66,0.66
fostering requirements;5;5;480;3.42;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;14;0.08;0.66;16.00;1;1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.66,0.81,0.81
emergency foster care placement;1;1;110;4.48;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/emergency-foster-care/;14;0.08;0.51;7.00;1;0.09,0.09,0.42,0.80,1.00,1.00,1.00,0.80,0.33,0.23,0.14,0.19
how much pay for fostering;1;1;110;1.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;14;0.08;0.61;16.00;1;0.42,0.80,0.80,0.42,0.42,0.42,0.42,0.80,0.52,0.42,0.52,0.66
foster carer salary uk;3;3;320;1.89;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;14;0.08;0.63;23.00;1;0.35,0.54,0.81,0.66,0.54,0.54,0.66,0.81,1.00,0.54,0.54,0.54
fster agency;3;3;480;0.00;https://www.nationalfosteringgroup.co.uk/;14;0.08;0.00;0.0;0;1.00,0.00
foster care hiring;4;4;320;3.63;https://www.nationalfosteringgroup.co.uk/careers/;14;0.08;0.51;13.00;0;1.00,0.81,0.66,0.66,1.00,0.66,0.54,0.54,0.66,0.54,0.66,0.43
foster a baby uk;1;1;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;14;0.08;0.00;22.00;1;0.64,0.52,0.64,0.64,0.52,1.00,1.00,0.52,0.52,0.41,0.52,0.64
fostering a child uk;3;3;320;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;14;0.08;0.00;35.00;1;0.03,0.05,0.07,0.07,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.10
how much money do you get for foster care;1;1;110;1.12;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;14;0.08;0.51;16.00;1;0.80,0.80,0.33,0.52,0.80,0.42,0.42,0.42,0.52,0.52,0.52,0.42
what does foster mean;3;3;320;5.11;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;14;0.08;0.02;46.00;1;0.44,0.36,0.36,0.67,0.44,0.36,0.29,0.54,0.36,0.36,0.23,0.23
money for fostering;1;1;110;1.92;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;14;0.08;0.43;18.00;1;0.05,0.05,0.10,0.13,0.10,0.06,0.04,0.06,0.04,0.03,0.04,0.04
weekend respite foster care;1;1;110;4.04;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;14;0.08;0.60;8.00;1;0.64,1.00,1.00,0.82,0.64,1.00,0.64,0.52,0.23,0.23,0.23,0.29
fostering agencies;4;4;590;8.39;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-manchester/;14;0.08;0.47;57.00;0;0.29,0.67,0.67,0.67,0.81,0.81,1.00,0.81,0.54,0.54,0.44,0.54
what is foster care uk;1;1;110;1.27;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;14;0.08;0.34;25.00;1;0.23,0.28,0.28,0.23,0.23,0.28,0.18,0.23,0.15,0.11,0.08,0.11
foster care respite;1;1;110;4.45;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;14;0.08;0.50;9.00;1;0.21,0.53,1.00,0.43,0.34,0.28,0.21,0.21,0.21,0.21,0.21,0.21
fostering a newborn;1;1;110;3.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;14;0.08;0.65;13.00;1;0.07,0.10,0.10,0.12,0.12,0.10,0.10,1.00,0.07,0.82,0.43,0.10
how much do foster parents get paid per child;1;1;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;14;0.08;0.00;13.00;1;1.00,0.03,0.65,0.80,0.53,0.42,0.42,0.42,0.26,0.26,0.19,0.34
foster carers midlands;1;1;110;11.98;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/midlands/;14;0.08;0.04;15.00;1;0.15,0.21,0.21,0.21,0.34,0.21,0.34,0.53,1.00,0.28,0.21,0.28
foster carer tax allowance;3;3;320;2.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;14;0.08;0.20;9.00;1;0.81,0.81,0.66,0.66,0.81,0.54,0.66,0.35,0.35,0.35,0.54,0.54
define fostering;4;4;320;2.71;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;14;0.08;0.02;23.00;1;0.36,0.16,0.13,0.30,0.45,0.24,0.08,0.24,0.30,0.10,0.08,0.30
fostering agency near me;4;4;590;10.69;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;14;0.08;0.59;37.00;3;0.48,0.59,0.59,0.48,0.48,0.59,0.59,0.88,0.59,0.59,0.48,0.48
foster respite care;1;1;110;4.45;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;14;0.08;0.50;11.00;1;0.52,0.64,0.64,1.00,0.82,0.82,0.52,0.52,0.52,0.41,0.41,0.52
how to foster newborns;1;1;110;3.67;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-a-baby/;14;0.08;0.53;8.00;1;0.07,0.11,0.15,0.65,0.80,0.80,0.80,0.53,0.26,0.19,0.19,0.19
how much does a foster carer get;1;1;110;1.61;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;14;0.08;0.54;16.00;1;0.42,0.66,0.33,0.66,0.66,0.42,0.42,0.33,0.33,1.00,0.19,0.23
nfg charms;4;4;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;13;0.08;0.33;11.00;1;0.53,0.53,0.43,0.53,0.43,0.53,0.43,1.00,0.66,0.53,0.43,0.23
lgbt fostering;2;2;170;4.07;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/lgbt-fostering/;13;0.08;0.23;9.00;1;0.42,0.53,0.65,0.65,0.80,0.80,0.80,0.53,0.53,0.53,0.42,0.42
people foster;6;6;720;0.73;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;13;0.08;0.01;32.00;1;0.00,0.00,1.00,0.00,0.00,0.00,0.66,0.66,0.66,0.00,0.30,0.00
how much for fostering;2;2;210;2.07;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;13;0.08;0.52;16.00;1;0.03,0.13,0.13,0.10,0.10,0.13,0.10,0.07,0.05,0.05,0.04,0.05
how much do you get paid fostering;1;1;170;1.49;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;13;0.08;0.59;17.00;1;0.66,0.23,0.23,0.28,0.28,0.44,0.35,0.44,0.18,0.23,0.15,0.18
how much does a foster carer get paid;4;4;390;1.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;13;0.08;0.56;17.00;1;0.44,0.54,0.54,0.66,0.81,1.00,0.81,0.66,0.66,0.54,1.00,0.66
how much to foster a child;2;2;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;13;0.08;0.00;16.00;1;0.43,1.00,0.82,0.66,0.43,0.43,0.66,0.35,0.43,0.35,0.53,0.53
discounts for foster carers;2;2;210;0.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/carer-benefits-and-perks/;13;0.08;0.17;9.00;1;0.53,0.53,0.81,0.81,1.00,0.53,0.81,1.00,0.81,0.81,0.53,0.53
