domain,sources,decision,confidence,category,dr,ascore,traffic,positions,is_spam,links,ip,country,first,last,topical,signals,evidence,qa_note
hannahleakirk.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2019-05-09,2020-03-11,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
harian24.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.189.185,,2026-03-05,2026-03-05,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
hellobetty.co,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,1,147.79.79.21,us,2024-04-25,2026-07-06,,1,one strong toxic signal | no organic traffic/kw (auth=5),
hghomeclub.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,1,132.148.183.109,us,2026-01-17,2026-08-12,Y,1,one strong toxic signal | no organic traffic/kw (auth=6),
homebuilderdeveloper.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,3,0,0,,8,162.250.126.98,us,2025-06-21,2026-08-22,Y,1,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
homeconfig.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,8,,,2018-09-26,2019-05-14,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
homeconstruct.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,12,,,2018-10-19,2019-09-03,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
homerenoworld.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,216.185.212.113,us,2025-08-16,2026-09-01,Y,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
hometop.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-07-08,2017-09-11,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
homezex.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,12,,,2018-06-06,2018-11-25,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
houseandhomeonline.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,1,54.85.8.229,us,2025-10-28,2026-08-26,Y,1,one strong toxic signal | no organic traffic/kw (auth=6),
housegarden.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-01-29,2017-02-07,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
houselamp.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-01-30,2017-05-04,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
hwnerds.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,1,107.180.51.31,us,2026-05-08,2026-08-24,,1,one strong toxic signal | no organic traffic/kw (auth=6),
ib6.info,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-02-01,2018-02-18,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
imagcoollibrary.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-10-13,2016-11-24,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
indiarestaurant.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-10-16,2017-10-24,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
iniact.best,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,33,188.114.96.2,,2023-06-08,2023-12-09,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
intermeritocracy.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,6,198.12.240.20,us,2025-10-13,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
iphone5scase.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,6,,,2017-10-14,2018-01-07,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
istarcam.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-10-23,2017-12-03,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
jeuxodefriv.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-08-09,2017-11-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
jobhiring.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-11-10,2018-01-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
jobsapp.info,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,22,104.21.0.207,,2025-07-12,2026-08-29,,1,one strong toxic signal | no organic traffic/kw (auth=6),
jogger.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2018-07-09,2018-07-18,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
johnnybroccolii.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,54.36.152.144,fr,2026-02-27,2026-08-10,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
jpteacher.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-11-14,2017-12-01,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
keirseybooks.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,1,107.180.3.106,us,2026-05-16,2026-05-16,,1,one strong toxic signal | no organic traffic/kw (auth=6),
khalifahallah.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,11,,,2017-06-16,2017-10-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
kinge.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2018-05-01,2018-08-08,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
kizi2.club,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-12-29,2018-04-17,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
knows.monster,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,46,172.67.214.69,,2025-12-30,2026-08-30,,1,one strong toxic signal | no organic traffic/kw (auth=4),
knows.sbs,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,36,104.21.51.183,,2025-10-20,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
ktfrps.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-04-17,2016-09-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
laguku.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-10-11,2018-01-20,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
lawyerinjeddah.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,8,172.67.201.48,,2026-08-09,2026-09-01,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
lewser.pics,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,190,188.114.97.2,,2023-06-25,2023-11-22,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
libyanatravel.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,9,104.21.70.241,,2026-07-15,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
lifequalia.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,64.90.49.138,,2023-06-22,2025-04-25,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
linjoury.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,1,104.21.32.96,,2026-07-19,2026-07-19,,1,one strong toxic signal | no organic traffic/kw (auth=5),
liveonline24.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-11-03,2017-12-01,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
locabee.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,10,0,0,,3,188.40.17.96,de,2026-08-01,2026-08-01,,1,one strong toxic signal | link-network IP 188.40.17.96 (+4 siblings),
location.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,4,162.159.140.113,us,2025-12-29,2026-09-01,,1,one strong toxic signal | no organic traffic/kw (auth=6),
losangelesworkerscompensationlawyers.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-10-05,2016-12-12,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
loseingweight.xyz,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.134.246,,2025-06-08,2026-03-25,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
lpraudit.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,1,3.162.112.94,us,2026-05-22,2026-08-19,,1,one strong toxic signal | no organic traffic/kw (auth=6),
lydiaroyrealestate.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,12,104.21.35.146,,2026-06-28,2026-09-01,Y,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
maktraka.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-04-25,2017-05-03,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mandelaeffects.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2018-06-04,2018-11-03,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
marcmphotography.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2017-11-10,2018-02-25,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
marinasone.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,172.67.185.196,,2026-08-27,2026-08-27,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
masihnyata.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,5,172.67.149.19,,2026-08-27,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
matureamateur.me,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-06-08,2017-08-11,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
maverickmansions.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,195.200.9.21,gb,2026-05-09,2026-08-02,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
mbsk.info,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-08-04,2017-08-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
medidocs.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,2,72.167.102.111,us,2026-05-27,2026-06-05,,1,one strong toxic signal | no organic traffic/kw (auth=4),
middagsaasen.no,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-06-08,2018-06-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
missburrg.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,3,172.67.142.89,,2026-08-21,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
missfrugalmommy.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,1,160.153.44.71,us,2025-12-30,2026-08-16,,1,one strong toxic signal | no organic traffic/kw (auth=6),
mixwebup.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,1,104.21.81.154,,2026-01-02,2026-08-30,,1,one strong toxic signal | no organic traffic/kw (auth=5),
mizarstvo-matko.si,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-06-08,2019-02-25,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mobilewalla3dwallpapers.cf,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-02-12,2018-02-17,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
modatrend.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-01-15,2017-06-15,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
monetaryhistoryofworld.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,12,107.180.21.70,us,2025-07-17,2026-08-31,,1,one strong toxic signal | no organic traffic/kw (auth=5),
mplcom.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-03-14,2018-03-30,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mt-foto.dk,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-06-07,2019-06-07,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mtnviewband.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,9,,,2016-10-13,2018-06-08,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
myfrontporch.news,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,100.29.208.54,us,2025-05-10,2026-03-05,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
mylike.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-10-31,2017-11-17,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mymarketpost.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,5,172.67.159.15,,2026-08-27,2026-09-01,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
myquestion.info,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,8,,,2018-05-15,2018-10-15,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
naturallyhealthyparenting.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,164.132.95.179,fr,2025-10-28,2026-08-10,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
newsblogsports.site,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.51.36,,2026-04-21,2026-06-26,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
nextfounder.it,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,89.116.109.103,,2026-06-20,,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
nhadatthanhvinh.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-11-03,2017-12-21,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
nivira.shop,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,6,104.21.73.168,,2026-08-27,2026-08-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
nutshellcanada.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-06-04,2017-08-29,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
obekcom.press,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-04-29,2017-10-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
okna-togliatty.ru,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-07-13,2018-02-27,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
onlineshoppingidea.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,104.21.20.72,,2026-08-20,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
onvaxs.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,104.21.24.3,,2026-08-27,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
osobiste.info,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2018-06-09,2018-06-24,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
phanerosart.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.56.40,,2026-08-28,2026-08-28,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
plrdownloadshub.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,104.21.11.148,,2026-08-29,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
plumeriamarketing.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,13,172.67.160.252,,2026-07-04,2026-08-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
plurio.shop,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.145.174,,2026-08-24,2026-08-24,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
portailorange.net,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,11,172.67.167.49,,2026-07-01,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
pravilassl.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-06-28,2017-07-15,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
promocodesfree.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2020-02-25,2020-04-27,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
prosgrade.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,2,172.67.150.187,,2026-04-15,2026-08-27,,1,one strong toxic signal | no organic traffic/kw (auth=4),
prothor-ing.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,192.99.207.151,ca,2026-04-10,2026-04-18,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
purahealthy.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,209.59.158.108,,2024-06-27,2024-09-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
qscam.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,145.79.209.143,,2025-08-02,2026-02-26,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
quality-hd-wallpapers.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-10-27,2017-11-25,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
quotesblom.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.157.219,,2026-08-30,2026-08-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
qwenterprise.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,11,104.21.92.98,,2026-07-22,2026-09-01,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
rchasg.site,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,220.132.97.163,,2024-06-29,2024-07-21,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
rdxextremez.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,10,172.67.167.172,,2026-07-05,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
realreviews.org,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,1,104.21.75.168,,2026-06-30,2026-06-30,,1,one strong toxic signal | no organic traffic/kw (auth=5),
reness.pics,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,50,188.114.96.2,,2023-06-07,2023-12-05,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
renovationsup.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,16,0,0,,3,191.101.14.187,us,2025-07-31,2026-04-24,Y,1,one strong toxic signal | link-network IP 191.101.14.187 (+3 siblings),
revaliew.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,104.21.53.59,,2025-09-28,2026-06-28,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
revan-me.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,160.153.129.19,us,2026-03-18,2026-05-27,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
reversemortgagequote.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,5,,,2017-10-15,2017-11-28,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
rianneverwoert.nl,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,5.22.249.25,nl,2025-12-21,2026-08-22,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
riverranch.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-10-12,2017-11-08,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
rjcentinc.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.187.61,,2026-08-29,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
robuta.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,6,162.159.140.164,us,2026-01-08,2026-06-02,,1,one strong toxic signal | no organic traffic/kw (auth=5),
royaldb.us.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,6,104.21.87.48,,2026-08-27,2026-08-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
ryanssearch.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,1,195.35.60.6,us,2024-11-26,2026-06-05,,1,one strong toxic signal | no organic traffic/kw (auth=5),
sapphirevpn.net,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,8,104.21.19.197,,2026-07-02,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
securedrate.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2019-02-15,2019-02-20,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
sellypro.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,104.21.35.240,,2026-01-23,2026-07-07,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
seo-high-ranking.shop,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.92.130,,2026-03-06,2026-03-06,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
seol.store,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,34,172.67.139.248,,2025-10-27,2026-08-27,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
seomuda.id,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,3,0,0,,1,15.235.188.158,sg,2026-03-31,2026-04-29,,1,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",
short-concepts.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-08-12,2018-02-21,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
sicsemperva.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-11-20,2017-12-10,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
sitestats.top,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2018-11-14,2018-12-19,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
skystarnews.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,104.21.92.6,,2026-08-21,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
slapshady.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,1,208.109.22.214,us,2026-01-11,2026-08-28,,1,one strong toxic signal | no organic traffic/kw (auth=4),
smallbusinesstelephonesystemsvoip.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-09-27,2016-12-03,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
smallwindows.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,68,,,2018-09-17,2019-03-20,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
smartmoneys.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,22,,,2018-03-24,2018-08-08,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
smartstimer.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,3,0,0,,2,172.67.161.212,,2026-08-27,2026-08-31,,1,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",
smyrnafoundation.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,34.149.87.45,us,2026-04-23,2026-08-20,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
sonnenseite.site,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,1,148.113.199.75,ca,2026-02-28,2026-08-14,,1,one strong toxic signal | no organic traffic/kw (auth=4),
soulvocable.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,104.21.37.103,,2026-08-27,2026-08-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
soundproofcentral.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,1,194.1.147.18,gb,2026-01-02,2026-06-01,Y,1,one strong toxic signal | no organic traffic/kw (auth=5),
sportsprint.com.au,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,1,68.178.224.214,us,2026-03-17,2026-07-01,,1,one strong toxic signal | no organic traffic/kw (auth=4),
spottedcow.media,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,1,92.205.133.229,fr,2026-04-30,2026-07-18,,1,one strong toxic signal | no organic traffic/kw (auth=5),
