Referring Domain / URL,Target URL,Anchor Text,Action Recommendation,Primary Risk Factor,Confidence Score,Backlinks,Linking Pages,Unique Anchors,Top Anchor Share,Remediation Priority,Follow (Equity) Links,Exact-Match Anchor %,Branded/URL Anchor %,Median Page AScore,Max Page AScore,Avg External Links,Nofollow %,Sponsored,Topically Relevant,Distinct Targets,Lost %,First Seen,Last Seen,Rationale
dailyblogzz.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),nootropics review (+11 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,14,14,12,14%,"P2 - Follow links, low volume",14,0%,0%,2,6,4,0%,no,yes,2,0%,1762104238,2026-08-20,Free-blog-host domain used exclusively by link vendors; 14 link(s) on throwaway auto-generated accounts.
pudhe.com,https://performancelab.com/ (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,14,8,4,43%,"P2 - Follow links, low volume",14,0%,21%,0,0,10159,0%,no,no,5,0%,1767706214,1786892500,Average 10159 external links per source page across machine-generated URLs (100% of linking pages).
thekatyblog.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+8 more),DISAVOW,Throwaway Auto-Generated Host,High,14,14,9,21%,"P2 - Follow links, low volume",14,0%,0%,0,1,4,0%,no,yes,2,0%,,,Randomly generated account subdomain — disposable link-vendor infrastructure.
arparquets.it,https://www.performancelab.com/blogs/sleep/can-you-overdose-on-melatonin?srsltid=AfmBOoovyBdj3KQuXeen6kKsquYLy68bFlcoWc17b_CbDNDVIp5rZBy7 (+13 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,14,5,1,100%,P3 - Nofollow only (no equity passed),0,0%,100%,0,0,3001,100%,no,no,14,0%,,,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
liberty-blog.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+9 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,13,13,10,23%,"P2 - Follow links, low volume",13,0%,0%,0,4,4,0%,no,yes,2,0%,1756068967,2026-08-16,Free-blog-host domain used exclusively by link vendors; 13 link(s) on throwaway auto-generated accounts.
articlesblogger.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+7 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,13,13,8,23%,"P2 - Follow links, low volume",13,0%,0%,0,4,2,0%,no,yes,2,0%,1764833061,1785837883,Free-blog-host domain used exclusively by link vendors; 13 link(s) on throwaway auto-generated accounts.
ready.pro,https://www.performancelab.com/ (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,12,8,4,33%,P3 - Nofollow only (no equity passed),0,0%,17%,0,0,3500,100%,no,no,5,0%,1770108027,1787277299,Average 3500 external links per source page across machine-generated URLs (100% of linking pages).
newsblogsports.site,https://dev-www.performancelab.com/ (+11 more),Best Pinterest Tool SiteToSocial.com to Grow Your Website Traffic Fully Automated,DISAVOW,Sitewide Link Injection (Templated Anchor),High,12,9,1,100%,"P2 - Follow links, low volume",12,0%,0%,0,0,3004,0%,no,yes,12,0%,,,Single non-branded anchor 'Best Pinterest Tool SiteToSocial.com to Grow Your Website Traffic Fully Automated' repeated across 9 content pages (archive and pagination URLs excluded) — paid sitewide insertion signature.
fagfrogs1.blogspot.com,https://www.performancelab.com/blogs/wellness,testolabpro.com,DISAVOW,Free-Host Blog Serving a Link Dump,High,11,11,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,34,13512,100%,no,no,1,73%,1772702158,2026-08-21,"Averages 13,512 outbound links per page on a free blog host — a scraped or compromised template, not a publisher."
dgbloggers.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),website (+8 more),DISAVOW,Throwaway Auto-Generated Host,High,11,11,9,18%,"P2 - Follow links, low volume",11,0%,0%,0,3,4,0%,no,yes,2,0%,1764981308,1787626559,Randomly generated account subdomain — disposable link-vendor infrastructure.
ivasdesign.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+7 more),DISAVOW,Throwaway Auto-Generated Host,High,11,11,8,18%,"P2 - Follow links, low volume",11,0%,0%,0,1,2,0%,no,yes,2,0%,,,Randomly generated account subdomain — disposable link-vendor infrastructure.
bloatatt.blogspot.com,https://www.performancelab.com/blogs/wellness,testolabpro.com,DISAVOW,Free-Host Blog Serving a Link Dump,High,10,10,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,34,13512,100%,no,no,1,90%,1772508911,2026-08-22,"Averages 13,512 outbound links per page on a free blog host — a scraped or compromised template, not a publisher."
blogdigy.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),more info (+5 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,10,10,6,30%,"P2 - Follow links, low volume",10,10%,0%,1,3,2,0%,no,yes,2,0%,1759304897,1786915504,Free-blog-host domain used exclusively by link vendors; 10 link(s) on throwaway auto-generated accounts.
rimmablog.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+7 more),DISAVOW,Throwaway Auto-Generated Host,High,10,10,8,20%,"P2 - Follow links, low volume",10,0%,0%,0,0,4,0%,no,yes,2,0%,1764556401,1787503615,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogars.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+6 more),DISAVOW,Throwaway Auto-Generated Host,High,10,10,7,40%,"P2 - Follow links, low volume",10,0%,0%,0,3,4,0%,no,yes,2,0%,1765516491,1787377772,Randomly generated account subdomain — disposable link-vendor infrastructure.
aboutyoublog.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+8 more),DISAVOW,Throwaway Auto-Generated Host,High,10,10,9,20%,"P2 - Follow links, low volume",10,0%,0%,0,3,4,0%,no,yes,2,0%,1765573765,1785299956,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogdomago.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+7 more),DISAVOW,Throwaway Auto-Generated Host,High,10,10,8,30%,"P2 - Follow links, low volume",10,0%,0%,0,0,4,0%,no,yes,2,0%,1766065293,1787395431,Randomly generated account subdomain — disposable link-vendor infrastructure.
thezenweb.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),more info (+4 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,10,10,5,60%,"P2 - Follow links, low volume",10,0%,0%,1,1,2,0%,no,yes,2,0%,1766942460,1786621994,Free-blog-host domain used exclusively by link vendors; 10 link(s) on throwaway auto-generated accounts.
wonvision.com,https://www.performancelab.com/collections/all-products (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,10,8,4,40%,"P2 - Follow links, low volume",10,0%,20%,0,0,9002,0%,no,no,5,0%,1767558013,1787537603,Average 9002 external links per source page across machine-generated URLs (100% of linking pages).
uaewebdirectory.info,https://www.performancelab.com/ (+4 more),nutropic.com (+4 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,10,7,5,30%,"P2 - Follow links, low volume",10,0%,40%,0,0,10158,0%,no,no,5,0%,1770473346,1784818873,Average 10158 external links per source page across machine-generated URLs (100% of linking pages).
cctvss1004.com,https://www.performancelab.com/blogs/fitness/metabolic-types-tips-to-max-out-your-physique,class=,DISAVOW,Throwaway Auto-Generated Host,High,9,9,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,11,100%,no,no,1,0%,1751067060,1779805553,Randomly generated account subdomain — disposable link-vendor infrastructure.
bloguerosa.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+6 more),DISAVOW,Throwaway Auto-Generated Host,High,9,9,7,22%,"P2 - Follow links, low volume",9,0%,0%,0,2,4,0%,no,yes,2,0%,1756027521,1773039371,Randomly generated account subdomain — disposable link-vendor infrastructure.
pagesearch.net,https://www.performancelab.com/collections/all-products (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,9,7,4,44%,"P2 - Follow links, low volume",9,0%,11%,0,0,9002,0%,no,no,5,0%,1767045082,1787293875,Average 9002 external links per source page across machine-generated URLs (100% of linking pages).
blog2news.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+7 more),DISAVOW,Throwaway Auto-Generated Host,High,9,9,8,22%,"P2 - Follow links, low volume",9,0%,0%,0,0,4,0%,no,yes,2,0%,1767072936,1786976769,Randomly generated account subdomain — disposable link-vendor infrastructure.
thirty.co.in,https://www.performancelab.com/ (+4 more),dtcx.com (+4 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,9,8,5,33%,"P2 - Follow links, low volume",9,0%,22%,0,0,10158,0%,no,no,5,0%,1770485944,1787027787,Average 10158 external links per source page across machine-generated URLs (100% of linking pages).
emegabiza.blogspot.com,https://www.performancelab.com/blogs/wellness,testolabpro.com,DISAVOW,Free-Host Blog Serving a Link Dump,High,8,8,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,34,13512,100%,no,no,1,75%,1772481701,2026-08-21,"Averages 13,512 outbound links per page on a free blog host — a scraped or compromised template, not a publisher."
cytopore.blogspot.com,https://www.performancelab.com/blogs/wellness,testolabpro.com,DISAVOW,Free-Host Blog Serving a Link Dump,High,8,8,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,31,13512,100%,no,no,1,62%,1772665863,2026-08-22,"Averages 13,512 outbound links per page on a free blog host — a scraped or compromised template, not a publisher."
lasantanera.com,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOorJ-W3OdhX5c83g1BefimSTRNMs0_-zeHWKmvMBn1Tn-qDpgwVK (+3 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM (+1 more),DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,8,8,2,75%,P3 - Nofollow only (no equity passed),0,0%,75%,0,0,3092,100%,no,no,4,0%,1764070068,1779854531,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
simplygaurav.com,https://www.performancelab.com/blogs/nutrition/inositol-for-men?srsltid=AfmBOoo0JXySU0kKx7wt1yWUn9LPxzBJNdN5CtiVUtVDmDaDF4BC8kxW (+3 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM (+1 more),DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,8,8,2,75%,P3 - Nofollow only (no equity passed),0,0%,75%,0,0,3019,100%,no,no,4,0%,1765070894,1782336438,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
theideasblog.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+4 more),DISAVOW,Throwaway Auto-Generated Host,High,8,8,5,38%,"P2 - Follow links, low volume",8,0%,0%,0,0,4,0%,no,yes,2,0%,1767055910,1787470665,Randomly generated account subdomain — disposable link-vendor infrastructure.
ycm.info,https://www.performancelab.com/ (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,8,7,4,38%,"P2 - Follow links, low volume",8,0%,12%,0,0,9002,0%,no,no,5,0%,1767425185,1787366903,Average 9002 external links per source page across machine-generated URLs (100% of linking pages).
linksnatcher.com,https://performancelab.com/ (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,8,7,4,25%,"P2 - Follow links, low volume",8,0%,25%,0,0,10159,0%,no,no,5,0%,1768247986,1787324496,Average 10159 external links per source page across machine-generated URLs (100% of linking pages).
way2check.art,https://www.performancelab.com/ (+3 more),nutropic.com (+4 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,8,7,5,25%,"P2 - Follow links, low volume",8,0%,25%,0,0,10158,0%,no,no,4,0%,1770503546,1780763483,Average 10158 external links per source page across machine-generated URLs (100% of linking pages).
charteredstudies.in,https://www.performancelab.com/blogs/wellness/do-testosterone-boosters-work?srsltid=AfmBOoqckQrC-yzsnFSlde5SVksy-xPd7Dn6YJEFJ83DhhrwqFV6FnL4 (+7 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,8,7,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3003,100%,no,no,8,0%,1771799699,1779881066,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
septicsol.net,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOop3ylNxw12mmEZCB_WuNk_ZUV7spDLLotGuIvvbUBmCVINnh43I (+7 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,8,7,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3004,100%,no,no,8,0%,1771910449,1787008757,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
mainpg88.com,https://www.performancelab.com/blogs/wellness/are-testosterone-boosters-safe?srsltid=AfmBOoqbIxc_ipqUteJPFtDqMsxQF0Ksgr9Y08kS18EGmHEQ8O8SQwJv (+7 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,8,7,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3002,100%,no,no,8,0%,1771975045,1776745734,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
daadvn.blogspot.com,https://www.performancelab.com/blogs/wellness,testolabpro.com,DISAVOW,Free-Host Blog Serving a Link Dump,High,7,7,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,34,13512,100%,no,no,1,57%,1773018572,2026-08-22,"Averages 13,512 outbound links per page on a free blog host — a scraped or compromised template, not a publisher."
tblogz.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+4 more),DISAVOW,Throwaway Auto-Generated Host,High,7,7,5,29%,"P2 - Follow links, low volume",7,0%,0%,1,1,2,0%,no,yes,2,0%,1758304997,1787630160,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogzet.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+4 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,7,7,5,29%,"P2 - Follow links, low volume",7,0%,0%,0,1,2,0%,no,yes,2,0%,1759331770,1787480502,Free-blog-host domain used exclusively by link vendors; 7 link(s) on throwaway auto-generated accounts.
isblog.net,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+4 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,7,7,5,43%,"P2 - Follow links, low volume",7,0%,0%,0,3,2,0%,no,yes,2,0%,1760635783,1787530376,Free-blog-host domain used exclusively by link vendors; 7 link(s) on throwaway auto-generated accounts.
suomiblog.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),immune support supplements (+5 more),DISAVOW,Vendor Blog Network (Spun-Content PBN),High,7,7,6,29%,"P2 - Follow links, low volume",7,0%,0%,0,2,2,0%,no,yes,2,0%,1762286826,1786668531,Free-blog-host domain used exclusively by link vendors; 7 link(s) on throwaway auto-generated accounts.
optimisedwebsites.com,https://www.performancelab.com/blogs/wellness (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,7,6,4,29%,"P2 - Follow links, low volume",7,0%,14%,0,0,9001,0%,no,no,5,0%,1767734125,1770759131,Average 9001 external links per source page across machine-generated URLs (100% of linking pages).
alljobs.info,https://www.performancelab.com/ (+4 more),nutropic.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,7,6,4,43%,"P2 - Follow links, low volume",7,0%,14%,0,0,9002,0%,no,no,5,0%,1768451201,1787457642,Average 9002 external links per source page across machine-generated URLs (100% of linking pages).
domainanalysis.org,https://www.performancelab.com/ (+3 more),nutropic.com (+2 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,7,6,3,43%,"P2 - Follow links, low volume",7,0%,0%,0,0,10159,0%,no,no,4,0%,1769443781,1787182008,Average 10159 external links per source page across machine-generated URLs (100% of linking pages).
hebagh.cv,https://www.performancelab.com/ (+2 more),performancelab.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,7,5,4,29%,"P2 - Follow links, low volume",7,0%,57%,0,0,10157,0%,no,no,3,0%,1770418500,1781897008,Average 10157 external links per source page across machine-generated URLs (100% of linking pages).
yesdomains.space,https://www.performancelab.com/ (+2 more),performancelab.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,7,5,4,29%,"P2 - Follow links, low volume",7,0%,57%,0,0,10158,0%,no,no,3,0%,1770435147,1777541494,Average 10158 external links per source page across machine-generated URLs (100% of linking pages).
queries.co.in,https://www.performancelab.com/blogs/wellness (+4 more),testolabpro.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,7,6,4,43%,"P2 - Follow links, low volume",7,0%,29%,0,0,10158,0%,no,no,5,0%,1770470189,1777401640,Average 10158 external links per source page across machine-generated URLs (100% of linking pages).
topleveldomains.space,https://www.performancelab.com/blogs/wellness (+4 more),testolabpro.com (+3 more),DISAVOW,Link Farm / Outbound-Link Bloat,High,7,6,4,43%,"P2 - Follow links, low volume",7,0%,29%,0,0,10158,0%,no,no,5,0%,1770524402,1777542004,Average 10158 external links per source page across machine-generated URLs (100% of linking pages).
dryamroka.com,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOoo3ve1-ArFrDWwqHceT5BCyoLb82TUB2TpyHTGw1gAHgjXVbfau (+6 more),🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,7,6,1,100%,P3 - Nofollow only (no equity passed),0,0%,0%,0,0,3006,100%,no,no,7,0%,1771806123,1775806704,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
