Referring Domain,Action Recommendation,Primary Risk Factor,Confidence Score,Evidence Level,Remediation Priority,Backlinks (true),Backlinks (in sample),Follow (Equity) Links,Domain ascore,IP Address,C-Block,Hosting,Country,Target URL,Anchor Text,Unique Anchors,Exact-Match Anchor %,Branded/URL Anchor %,Avg External Links,Nofollow %,Topically Relevant,First seen,Last seen,Disavow Entry,Rationale
bloggadores.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,15,172.67.133.97,172.67.133.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+12 more),13,0%,0%,4,0%,yes,2025-08-23,2026-08-23,domain:bloggadores.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
bloggazza.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,38,104.21.17.131,104.21.17.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),click here (+9 more),10,6%,0%,4,0%,yes,2025-08-24,2026-08-21,domain:bloggazza.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
bloggin-ads.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,14,104.21.51.4,104.21.51.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+13 more),14,6%,0%,2,0%,yes,2025-10-27,2026-08-04,domain:bloggin-ads.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogocial.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,23,172.67.169.138,172.67.169.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+8 more),9,6%,0%,2,0%,yes,2025-09-18,2026-08-24,domain:blogocial.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogolenta.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,172.67.192.51,172.67.192.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+8 more),9,0%,0%,4,0%,yes,2025-10-10,2026-08-23,domain:blogolenta.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogoscience.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,172.67.145.98,172.67.145.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+7 more),8,0%,0%,4,0%,yes,2025-10-15,2026-08-22,domain:blogoscience.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogprodesign.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,16,16,17,172.67.176.2,172.67.176.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+10 more),11,12%,0%,2,0%,yes,2025-10-16,2026-08-05,domain:blogprodesign.com,Free-blog-host domain used exclusively by link vendors; 16 link(s) on throwaway auto-generated accounts.
blogproducer.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,172.67.160.198,172.67.160.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+9 more),10,6%,0%,4,0%,yes,2025-10-10,2026-08-23,domain:blogproducer.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogsidea.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,17,104.21.81.37,104.21.81.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+12 more),13,0%,0%,4,0%,yes,2025-11-02,2026-08-23,domain:blogsidea.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
blogsvirals.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),P1 - Follow links at volume,18,29,29,6,172.67.221.65,172.67.221.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+12 more),13,3%,0%,4,0%,yes,2025-12-16,2026-08-24,domain:blogsvirals.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
bloguetechno.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,16,104.21.23.177,104.21.23.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+10 more),11,0%,0%,2,0%,yes,2025-10-11,2026-08-24,domain:bloguetechno.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
creacionblog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,17,172.67.147.47,172.67.147.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+9 more),10,6%,0%,4,0%,yes,2025-09-18,2026-08-24,domain:creacionblog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
dailyblogzz.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,14,14,21,172.67.179.25,172.67.179.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),nootropics review (+11 more),12,0%,0%,4,0%,yes,2025-11-02,2026-08-24,domain:dailyblogzz.com,Free-blog-host domain used exclusively by link vendors; 14 link(s) on throwaway auto-generated accounts.
develop-blog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,7,172.67.155.231,172.67.155.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),website (+7 more),8,0%,0%,4,0%,yes,2025-11-03,2026-08-24,domain:develop-blog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
digitollblog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,104.21.36.4,104.21.36.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+8 more),9,0%,0%,4,0%,yes,2025-10-17,2026-08-23,domain:digitollblog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
diowebhost.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,24,104.21.20.5,104.21.20.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+8 more),9,6%,0%,2,0%,yes,2025-08-25,2026-08-24,domain:diowebhost.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
fitnell.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,172.67.148.77,172.67.148.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),more info (+10 more),11,0%,0%,2,0%,yes,2025-08-23,2026-08-23,domain:fitnell.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
idblogz.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,104.21.11.192,104.21.11.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+9 more),10,11%,0%,4,0%,yes,2025-10-09,2026-08-24,domain:idblogz.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
livebloggs.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,172.67.215.244,172.67.215.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),more info (+7 more),8,0%,0%,4,0%,yes,2025-08-24,2026-08-23,domain:livebloggs.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
mybloglicious.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,16,172.67.135.129,172.67.135.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+7 more),8,0%,0%,2,0%,yes,2025-10-18,2026-04-21,domain:mybloglicious.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
myparisblog.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,16,16,6,172.67.176.145,172.67.176.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+8 more),9,0%,0%,4,0%,yes,2025-10-14,2026-08-23,domain:myparisblog.com,Free-blog-host domain used exclusively by link vendors; 16 link(s) on throwaway auto-generated accounts.
newsbloger.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,104.21.37.116,104.21.37.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+9 more),10,17%,0%,4,0%,yes,2025-08-23,2026-08-23,domain:newsbloger.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
nhdtlogs.com,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),18,18,0,6,103.37.60.211,103.37.60.0/24,,vn,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster?srsltid=AfmBOorZwL-I5qIa8ZE9Jz3ETKSjLmBWagQF5F54ApTMqXVSs2oh1scC (+8 more),TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,1,0%,100%,17149,100%,no,2026-06-23,2026-08-08,domain:nhdtlogs.com,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
popup-blog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,172.67.156.6,172.67.156.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),more info (+11 more),12,6%,0%,4,0%,yes,2025-10-28,2026-08-23,domain:popup-blog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
snack-blog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,172.67.172.13,172.67.172.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+7 more),8,0%,0%,4,0%,yes,2025-10-08,2026-08-24,domain:snack-blog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
thenerdsblog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,6,104.21.65.91,104.21.65.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),website (+13 more),14,6%,0%,4,0%,yes,2025-08-25,2026-08-24,domain:thenerdsblog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
tinyblogging.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,16,172.67.186.254,172.67.186.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+10 more),11,0%,0%,2,0%,yes,2025-08-25,2026-08-20,domain:tinyblogging.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
worldblogged.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",18,18,18,21,172.67.176.20,172.67.176.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+9 more),10,6%,0%,4,0%,yes,2025-10-06,2026-08-23,domain:worldblogged.com,Free-blog-host domain used exclusively by link vendors; 18 link(s) on throwaway auto-generated accounts.
blazingblog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,104.21.31.137,104.21.31.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),website (+9 more),10,0%,0%,4,0%,yes,2025-08-26,2026-08-12,domain:blazingblog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
bloggactivo.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,16,104.21.40.139,104.21.40.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+12 more),13,18%,0%,4,0%,yes,2025-10-04,2026-08-23,domain:bloggactivo.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
bloggerswise.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,16,16,6,172.67.222.127,172.67.222.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+8 more),9,0%,0%,4,0%,yes,2025-10-24,2026-08-23,domain:bloggerswise.com,Free-blog-host domain used exclusively by link vendors; 16 link(s) on throwaway auto-generated accounts.
blogitright.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,7,172.67.192.28,172.67.192.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+9 more),10,0%,0%,4,0%,yes,2025-10-07,2026-08-20,domain:blogitright.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogolize.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,20,172.67.169.5,172.67.169.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),check here (+8 more),9,6%,0%,2,0%,yes,2025-08-25,2026-08-24,domain:blogolize.com,Free-blog-host domain used exclusively by link vendors; 17 link(s) on throwaway auto-generated accounts.
blogrenanda.com,DISAVOW,Vendor Blog Network (Spun-Content PBN),High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,104.21.4.192,104.21.4.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),click here (+8 more),9,0%,0%,4,0%,yes,2025-10-06,2026-08-23,domain:blogrenanda.com,Free-blog-host domain used exclusively by link vendors; 17 link(s) on throwaway auto-generated accounts.
blogsmine.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,104.21.61.28,104.21.61.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+9 more),10,6%,0%,4,0%,yes,2025-10-06,2026-08-23,domain:blogsmine.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogsuperapp.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,172.67.218.86,172.67.218.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),click here (+8 more),9,0%,0%,4,0%,yes,2025-08-26,2026-08-23,domain:blogsuperapp.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
blogunok.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,172.67.214.220,172.67.214.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),website (+8 more),9,6%,0%,4,0%,yes,2025-10-06,2026-08-24,domain:blogunok.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
bluecantera.com,DISAVOW,Hacked Site / Injected Link-Vendor Spam,High,Link-level (in 50k sample),P3 - Nofollow only (no equity passed),17,25,0,2,192.169.172.129,192.169.172.0/24,,us,https://www.performancelab.com/ (+1 more),JOIN OUR TELEGRAM https://t.me/s/darksidelinks,1,0%,0%,22429,100%,no,2026-03-06,2026-05-04,domain:bluecantera.com,"Anchor carries a link-vendor advertisement — the placement is an intrusion on a compromised host, not an editorial link."
fare-blog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,104.21.24.161,104.21.24.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),get more info (+8 more),9,0%,0%,4,0%,yes,2025-11-04,2026-08-06,domain:fare-blog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
goooogla.com,DISAVOW,PBN Hosting Footprint (Shared C-Block),High,Domain-level only (outside sample),P2 - Follow status unknown,17,0,,4,203.161.54.114,203.161.54.0/24,,us,,,,,,,,,2026-04-06,2026-08-22,domain:goooogla.com,"40 referring domains share 203.161.54.0/24 with a median authority of 2 — a single-owner footprint, not a mainstream host."
madmouseblog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,15,104.21.74.107,104.21.74.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),read more (+8 more),9,0%,0%,4,0%,yes,2025-08-25,2026-08-24,domain:madmouseblog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
newbigblog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,172.67.175.133,172.67.175.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),here (+11 more),12,6%,0%,4,0%,yes,2025-10-09,2026-08-19,domain:newbigblog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
spintheblog.com,DISAVOW,Throwaway Auto-Generated Host,High,Link-level (in 50k sample),"P2 - Follow links, low volume",17,17,17,6,104.21.21.56,104.21.21.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1 (+1 more),click here (+9 more),10,0%,0%,4,0%,yes,2025-08-25,2026-08-20,domain:spintheblog.com,Randomly generated account subdomain — disposable link-vendor infrastructure.
